year,id,age,rank,male,run_count,years_since_run,time_in_secs,prev_year
2016,2693,25,1200,1,1,1,15131,2015
2015,2693,25,1351,1,0,-1,15804,-1
2009,2694,46,468,1,0,-1,13259,-1
2011,2694,48,874,1,2,1,13925,2010
2016,2694,50,1293,1,6,1,15413,2015
2014,2694,51,1007,1,4,1,15150,2013
2013,2694,50,1750,1,3,2,14085,2011
2010,2694,47,842,1,1,1,14834,2009
2015,2694,50,918,1,5,1,14561,2014
2016,2696,50,2094,1,2,1,17631,2015
2015,2696,50,1506,1,1,1,16184,2014
2014,2696,50,2562,1,0,-1,18872,-1
2016,2701,45,1254,0,5,1,15270,2015
2015,2701,45,1046,0,4,1,14965,2014
2009,2701,41,396,0,0,-1,13084,-1
2011,2701,43,433,0,1,2,12755,2009
2012,2701,44,436,0,2,1,13121,2011
2014,2701,46,1192,0,3,2,15565,2012
2006,2703,53,1883,1,1,3,18945,2003
2016,2703,60,2960,1,3,2,23254,2014
2014,2703,59,3265,1,2,8,21549,2006
2003,2703,48,1078,1,0,-1,17044,-1
2005,2713,32,1185,1,0,-1,16935,-1
2016,2713,45,1517,1,1,11,16047,2005
2014,2725,48,395,1,1,1,13505,2013
2016,2725,50,919,1,2,2,14362,2014
2013,2725,47,814,1,0,-1,13024,-1
2015,2731,40,1840,1,0,-1,17199,-1
2016,2731,35,44,1,1,1,10926,2015
2016,2733,35,211,1,1,4,12283,2012
2012,2733,35,1502,1,0,-1,15467,-1
2016,2746,55,2183,1,4,1,17924,2015
2014,2746,54,2208,1,2,2,17825,2012
2015,2746,55,1935,1,3,1,17576,2014
2012,2746,52,1834,1,1,1,16042,2011
2011,2746,51,2006,1,0,-1,16319,-1
2014,2749,37,2729,1,2,1,19448,2013
2015,2749,35,1550,1,3,1,16274,2014
2016,2749,35,718,1,4,1,13959,2015
2012,2749,35,3269,1,0,-1,19553,-1
2013,2749,41,1874,1,1,1,14208,2012
2016,2750,65,1825,1,1,1,16874,2015
2015,2750,65,1593,1,0,-1,16388,-1
2016,2755,35,317,1,1,1,12669,2015
2015,2755,35,235,1,0,-1,12606,-1
2013,2758,33,989,1,0,-1,13301,-1
2016,2758,35,578,1,1,3,13553,2013
2016,2759,50,2890,0,2,1,22016,2015
2015,2759,50,2567,0,1,3,21493,2012
2012,2759,49,3820,0,0,-1,22735,-1
2016,2765,35,1608,1,1,1,16275,2015
2015,2765,35,1896,1,0,-1,17394,-1
2016,2768,20,2326,0,1,6,18498,2010
2010,2768,26,2857,0,0,-1,24645,-1
2005,2770,40,1329,0,0,-1,17684,-1
2016,2770,50,2154,0,7,2,17843,2014
2014,2770,49,1794,0,6,2,16868,2012
2006,2770,41,1555,0,1,1,17381,2005
2007,2770,42,1854,0,2,1,18804,2006
2012,2770,47,2503,0,5,2,17456,2010
2009,2770,44,2373,0,3,2,19454,2007
2010,2770,45,2878,0,4,1,25412,2009
2015,2782,30,2262,1,0,-1,19116,-1
2016,2782,30,2421,1,1,1,18960,2015
2016,2783,45,417,0,2,1,13096,2015
2015,2783,45,368,0,1,1,13095,2014
2014,2783,46,366,0,0,-1,13377,-1
2014,2786,61,727,1,0,-1,14426,-1
2015,2786,60,731,1,1,1,14105,2014
2016,2786,60,667,1,2,1,13787,2015
2015,2787,35,180,1,0,-1,12333,-1
2016,2787,35,41,1,1,1,10912,2015
2012,2791,48,315,1,0,-1,12653,-1
2016,2791,50,377,1,2,2,12938,2014
2014,2791,50,1055,1,1,2,15267,2012
2016,2794,55,1068,1,1,2,14802,2014
2014,2794,54,1241,1,0,-1,15680,-1
2016,2802,40,2471,0,1,4,19125,2012
2012,2802,36,646,0,0,-1,13710,-1
2012,2808,36,1159,1,5,1,14804,2011
2015,2808,35,488,1,7,1,13442,2014
2009,2808,33,139,1,2,1,11831,2008
2014,2808,38,1747,1,6,2,16776,2012
2011,2808,35,1036,1,4,1,14198,2010
2010,2808,34,98,1,3,1,11786,2009
2016,2808,40,499,1,8,1,13325,2015
2007,2808,31,112,1,0,-1,12296,-1
2008,2808,32,37,1,1,1,10699,2007
2011,2809,51,631,1,0,-1,13393,-1
2016,2809,55,331,1,3,1,12726,2015
2012,2809,52,1202,1,1,1,14902,2011
2015,2809,55,1670,1,2,3,16617,2012
2015,2810,25,899,1,0,-1,14501,-1
2016,2810,30,290,1,1,1,12596,2015
2016,2811,45,168,1,1,1,12013,2015
2015,2811,40,240,1,0,-1,12646,-1
2015,2816,45,1509,1,0,-1,16190,-1
2016,2816,45,1924,1,1,1,17126,2015
2015,2819,40,2196,1,1,1,18795,2014
2014,2819,41,1815,1,0,-1,16895,-1
2016,2819,40,2491,1,2,1,19212,2015
2016,2820,45,1591,1,1,1,16213,2015
2015,2820,30,296,1,0,-1,12877,-1
2016,2835,40,1512,0,1,1,16031,2015
2015,2835,40,1306,0,0,-1,15675,-1
2015,2837,35,157,1,1,5,12228,2010
2010,2837,33,69,1,0,-1,11432,-1
2016,2837,35,45,1,2,1,10928,2015
2016,2839,35,2480,1,1,2,19181,2014
2014,2839,35,3153,1,0,-1,20957,-1
2010,2840,27,564,1,1,2,14022,2008
2008,2840,45,477,1,0,-1,13430,-1
2016,2840,50,875,1,3,4,14282,2012
2012,2840,49,949,1,2,2,14350,2010
2015,2842,40,2647,1,1,1,22508,2014
2016,2842,40,2533,1,2,1,19390,2015
2014,2842,41,3262,1,0,-1,21529,-1
2016,2858,40,94,1,2,1,11490,2015
2015,2858,40,349,1,1,1,13054,2014
2014,2858,39,917,1,0,-1,14910,-1
2013,2868,25,2980,0,0,-1,14998,-1
2016,2868,25,538,0,1,3,13454,2013
2012,2869,63,2936,0,2,2,18508,2010
2008,2869,59,1975,0,0,-1,17906,-1
2016,2869,65,2335,0,5,1,18538,2015
2010,2869,61,2189,0,1,2,18534,2008
2014,2869,63,2736,0,3,2,19464,2012
2015,2869,65,2101,0,4,1,18153,2014
2011,2873,46,2532,1,1,2,17583,2009
2015,2873,45,1136,1,3,1,15227,2014
2014,2873,46,1227,1,2,3,15646,2011
2016,2873,45,2444,1,4,1,19034,2015
2009,2873,60,1610,1,0,-1,16536,-1
2016,2876,40,1767,1,1,1,16724,2015
2015,2876,40,1877,1,0,-1,17339,-1
2015,2877,40,2527,1,1,1,20914,2014
2016,2877,40,2891,1,2,1,22024,2015
2014,2877,39,3009,1,0,-1,20320,-1
2015,2882,50,2132,0,2,1,18352,2014
2016,2882,50,2407,0,3,1,18894,2015
2012,2882,48,3620,0,0,-1,21227,-1
2014,2882,50,3008,0,1,2,20309,2012
2014,2884,59,646,1,0,-1,14214,-1
2016,2884,60,432,1,2,1,13121,2015
2015,2884,60,412,1,1,1,13221,2014
2013,2897,46,735,1,2,1,12901,2012
2011,2897,44,1002,1,0,-1,14126,-1
2012,2897,45,568,1,1,1,13549,2011
2016,2897,25,1049,1,3,3,14721,2013
2006,2898,32,1575,1,0,-1,17433,-1
2012,2898,36,1223,1,5,1,14941,2011
2010,2898,34,796,1,3,2,14653,2008
2008,2898,34,1591,1,2,1,16689,2007
2015,2898,35,1403,1,6,3,15915,2012
2016,2898,40,1325,1,7,1,15501,2015
2007,2898,32,1715,1,1,1,18087,2006
2011,2898,35,870,1,4,1,13919,2010
2012,2899,44,1420,1,0,-1,15303,-1
2016,2899,45,784,1,3,1,14084,2015
2014,2899,46,527,1,1,2,13875,2012
2015,2899,45,328,1,2,1,12992,2014
2013,2903,46,1786,1,1,3,14127,2010
2010,2903,43,1543,1,0,-1,16634,-1
2016,2903,45,2189,1,3,2,17940,2014
2014,2903,47,3010,1,2,1,20325,2013
2015,2911,35,659,0,3,1,13940,2014
2012,2911,34,987,0,1,1,14413,2011
2014,2911,36,1018,0,2,2,15167,2012
2011,2911,33,1430,1,0,-1,15101,-1
2016,2911,35,766,0,4,1,14049,2015
2014,2923,48,410,0,0,-1,13539,-1
2016,2923,50,428,0,1,2,13113,2014
2016,2927,40,352,0,1,1,12824,2015
2015,2927,40,227,0,0,-1,12568,-1
2016,2928,40,200,1,1,2,12214,2014
2014,2928,33,2529,1,0,-1,18752,-1
2016,2939,45,129,1,3,1,11811,2015
2013,2939,43,2610,1,0,-1,14771,-1
2015,2939,40,155,1,2,1,12221,2014
2014,2939,43,643,1,1,1,14196,2013
2016,2940,30,606,1,1,4,13628,2012
2012,2940,29,472,1,0,-1,13246,-1
2016,2945,45,1993,1,2,1,17337,2015
2013,2945,42,2156,1,0,-1,14429,-1
2015,2945,45,2112,1,1,2,18238,2013
2009,2946,38,691,1,5,1,13950,2008
2016,2946,45,1223,1,7,6,15184,2010
2004,2946,33,372,1,1,1,13788,2003
2008,2946,37,675,1,4,2,13988,2006
2006,2946,35,457,1,3,1,13548,2005
2003,2946,32,289,1,0,-1,13154,-1
2010,2946,39,946,1,6,1,15137,2009
2005,2946,34,426,1,2,1,13828,2004
2015,2953,45,1559,0,0,-1,16300,-1
2016,2953,50,1810,0,1,1,16826,2015
2014,2957,32,2541,1,1,2,18796,2012
2012,2957,30,1852,1,0,-1,16072,-1
2016,2957,30,3014,1,2,2,24730,2014
2016,2958,45,412,1,1,7,13071,2009
2009,2958,38,816,1,0,-1,14264,-1
2014,2975,72,2896,1,2,2,19973,2012
2011,2975,69,2002,1,0,-1,16316,-1
2016,2975,70,1992,1,4,1,17337,2015
2015,2975,70,1801,1,3,1,17069,2014
2012,2975,70,2556,1,1,1,17571,2011
2011,2978,52,3222,0,0,-1,20180,-1
2015,2978,55,2715,0,3,1,23913,2014
2014,2978,55,3482,0,2,2,23284,2012
2012,2978,53,3621,0,1,1,21228,2011
2016,2978,55,2977,0,4,1,23549,2015
2015,2979,40,926,1,0,-1,14585,-1
2016,2979,40,852,1,1,1,14237,2015
2014,2982,41,836,1,0,-1,14740,-1
2016,2982,40,622,1,1,2,13663,2014
2016,2999,40,2404,1,1,2,18889,2014
2014,2999,42,1951,1,0,-1,17228,-1
2016,3004,40,1288,0,1,1,15400,2015
2015,3004,35,1045,0,0,-1,14963,-1
2003,3011,43,299,1,0,-1,13216,-1
2006,3011,46,361,1,2,2,13158,2004
2013,3011,53,2501,1,4,4,14690,2009
2009,3011,49,656,1,3,3,13846,2006
2004,3011,44,216,1,1,1,13077,2003
2003,3018,40,509,1,0,-1,14148,-1
2013,3018,50,2796,1,2,9,14888,2004
2004,3018,41,1028,1,1,1,16430,2003
2003,3025,38,636,1,0,-1,14688,-1
2004,3025,39,676,1,1,1,14939,2003
2013,3026,20,772,1,1,10,12962,2003
2003,3026,38,158,1,0,-1,12194,-1
2009,3029,34,477,0,1,6,13295,2003
2015,3029,40,458,0,2,6,13341,2009
2003,3029,28,972,0,0,-1,16353,-1
2005,3030,34,86,1,1,2,11607,2003
2003,3030,32,68,1,0,-1,11391,-1
2003,3035,26,229,1,0,-1,12871,-1
2004,3035,26,241,1,1,1,13213,2003
2006,3037,48,239,1,1,3,12598,2003
2003,3037,45,570,1,0,-1,14357,-1
2010,3043,39,1130,0,1,7,15604,2003
2003,3043,32,1062,0,0,-1,16932,-1
2003,3045,56,1437,0,0,-1,23346,-1
2005,3045,58,1689,0,2,1,22268,2004
2004,3045,57,1757,0,1,1,23425,2003
2003,3046,30,1197,0,0,-1,17833,-1
2008,3046,35,1971,0,1,5,17900,2003
2011,3048,48,2397,0,2,3,17166,2008
2003,3048,40,1001,0,0,-1,16514,-1
2008,3048,45,1774,0,1,5,17310,2003
2004,3059,26,1558,1,1,1,19704,2003
2003,3059,28,1305,1,0,-1,19315,-1
2011,3063,41,43,1,2,2,10628,2009
2003,3063,33,164,1,0,-1,12255,-1
2009,3063,39,74,1,1,6,11273,2003
2014,3063,38,611,1,3,3,14101,2011
2003,3066,51,914,1,0,-1,16044,-1
2004,3066,52,1061,1,1,1,16608,2003
2015,3071,50,2658,1,10,3,22688,2012
2010,3071,49,2678,1,7,1,21305,2009
2004,3071,43,1102,1,1,1,16758,2003
2009,3071,48,2435,1,6,1,19770,2008
2008,3071,47,2199,1,5,1,18926,2007
2007,3071,46,1895,1,4,1,19046,2006
2005,3071,44,1268,1,2,1,17321,2004
2011,3071,50,3401,1,8,1,21648,2010
2006,3071,44,1903,1,3,1,19071,2005
2012,3071,51,3883,1,9,1,23537,2011
2003,3071,42,990,1,0,-1,16456,-1
2003,3072,55,282,1,0,-1,13114,-1
2004,3072,56,550,1,1,1,14376,2003
2006,3072,58,565,1,2,2,13909,2004
2004,3078,27,811,0,1,1,15468,2003
2003,3078,26,421,0,0,-1,13759,-1
2003,3082,41,1400,1,0,-1,21259,-1
2005,3082,43,1674,1,1,2,21522,2003
2004,3085,43,969,0,1,1,16179,2003
2003,3085,42,392,0,0,-1,13645,-1
2003,3086,41,564,1,0,-1,14349,-1
2004,3086,42,745,1,1,1,15199,2003
2006,3088,47,1476,1,2,2,17072,2004
2003,3088,44,1043,1,0,-1,16802,-1
2004,3088,45,1226,1,1,1,17295,2003
2007,3088,48,1522,1,3,1,17385,2006
2009,3089,40,2629,1,5,2,21431,2007
2004,3089,35,1327,1,1,1,17771,2003
2006,3089,37,1884,1,3,1,18949,2005
2007,3089,35,1213,1,4,1,16440,2006
2011,3089,42,2511,1,6,2,17513,2009
2003,3089,34,1110,1,0,-1,17224,-1
2013,3089,41,638,1,7,2,12747,2011
2005,3089,36,1070,1,2,1,16398,2004
2014,3089,34,828,1,8,1,14706,2013
2015,3089,45,2545,1,9,1,21177,2014
2004,3090,44,417,1,1,1,13914,2003
2007,3090,47,575,1,4,1,14364,2006
2005,3090,45,287,1,2,1,13124,2004
2003,3090,43,199,1,0,-1,12617,-1
2009,3090,49,322,1,5,2,12803,2007
2012,3090,52,438,1,6,3,13127,2009
2006,3090,46,290,1,3,1,12850,2005
2005,3094,37,182,1,1,2,12538,2003
2013,3094,45,328,1,3,7,12057,2006
2014,3094,46,365,1,4,1,13373,2013
2006,3094,39,597,1,2,1,14020,2005
2003,3094,44,498,1,0,-1,14121,-1
2005,3095,39,760,0,2,1,15098,2004
2003,3095,37,928,0,0,-1,16081,-1
2004,3095,38,948,0,1,1,16055,2003
2004,3101,22,472,1,1,1,14183,2003
2003,3101,24,225,1,0,-1,12844,-1
2006,3103,46,398,1,2,2,13308,2004
2003,3103,43,693,1,0,-1,14988,-1
2007,3103,47,301,1,3,1,13340,2006
2011,3103,51,626,1,4,4,13386,2007
2004,3103,44,140,1,1,1,12446,2003
2003,3107,53,905,0,0,-1,15953,-1
2009,3107,59,1480,0,2,5,16186,2004
2004,3107,54,1438,0,1,1,18611,2003
2010,3107,60,1817,0,3,1,17344,2009
2003,3110,44,143,0,0,-1,12093,-1
2004,3110,44,278,0,1,1,13373,2003
2007,3111,62,1914,1,2,3,19104,2004
2003,3111,58,1125,1,0,-1,17379,-1
2004,3111,59,1473,1,1,1,18894,2003
2004,3112,34,491,0,1,1,14234,2003
2003,3112,33,395,0,0,-1,13647,-1
2004,3114,53,1031,1,1,1,16440,2003
2003,3114,52,367,1,0,-1,13528,-1
2004,3120,35,1567,0,1,1,19798,2003
2005,3120,36,1478,0,2,1,18725,2004
2003,3120,34,1290,0,0,-1,19065,-1
2009,3124,38,219,1,2,5,12413,2004
2004,3124,50,1706,1,1,1,21541,2003
2013,3124,42,3308,1,4,3,15207,2010
2010,3124,39,233,1,3,1,12774,2009
2003,3124,53,117,1,0,-1,11875,-1
2011,3131,56,321,1,8,1,12426,2010
2007,3131,52,191,1,4,1,12769,2006
2009,3131,54,219,1,6,1,12413,2008
2005,3131,50,127,1,2,1,12110,2004
2008,3131,53,260,1,5,1,12613,2007
2010,3131,55,205,1,7,1,12629,2009
2006,3131,51,168,1,3,1,12252,2005
2004,3131,49,77,1,1,1,11798,2003
2003,3131,48,97,1,0,-1,11683,-1
2014,3131,59,578,1,10,2,14029,2012
2012,3131,57,227,1,9,1,12277,2011
2012,3133,49,2398,1,6,2,17236,2010
2007,3133,44,672,1,4,1,14720,2006
2010,3133,47,1004,1,5,3,15298,2007
2005,3133,42,527,1,2,1,14175,2004
2006,3133,44,581,1,3,1,13967,2005
2003,3133,40,588,1,0,-1,14461,-1
2004,3133,41,562,1,1,1,14413,2003
2003,3135,37,853,1,0,-1,15763,-1
2015,3135,45,1103,1,1,12,15128,2003
2006,3136,31,2021,1,1,3,19808,2003
2003,3136,28,1081,1,0,-1,17059,-1
2004,3140,48,488,1,1,1,14225,2003
2003,3140,47,539,1,0,-1,14270,-1
2003,3142,36,293,0,0,-1,13178,-1
2004,3142,37,224,0,1,1,13103,2003
2004,3149,43,696,0,1,1,15030,2003
2003,3149,41,273,0,0,-1,13087,-1
2007,3150,42,1137,1,2,3,16189,2004
2004,3150,39,320,1,1,1,13572,2003
2003,3150,38,186,1,0,-1,12503,-1
2003,3152,33,1123,0,0,-1,17334,-1
2006,3152,35,1614,0,1,3,17579,2003
2004,3153,43,828,0,1,1,15571,2003
2006,3153,45,638,0,3,1,14199,2005
2005,3153,43,674,0,2,1,14722,2004
2003,3153,41,663,0,0,-1,14846,-1
2011,3155,60,1772,1,2,7,15808,2004
2003,3155,52,768,1,0,-1,15356,-1
2004,3155,54,1231,1,1,1,17312,2003
2003,3156,35,597,1,0,-1,14530,-1
2012,3156,44,3186,1,1,9,19244,2003
2003,3164,50,1030,0,0,-1,16719,-1
2006,3164,53,1749,0,2,2,18113,2004
2004,3164,51,1355,0,1,1,17941,2003
2003,3166,33,1391,1,0,-1,20996,-1
2014,3166,44,2954,1,1,11,20143,2003
2004,3168,45,1628,1,1,1,20453,2003
2003,3168,44,1371,1,0,-1,20508,-1
2004,3171,45,846,1,1,1,15640,2003
2003,3171,44,921,1,0,-1,16063,-1
2008,3171,49,2440,1,4,1,20602,2007
2006,3171,47,1620,1,2,2,17595,2004
2009,3171,50,2584,1,5,1,20879,2008
2007,3171,48,1457,1,3,1,17159,2006
2010,3171,51,2759,1,6,1,22122,2009
2011,3171,52,3469,1,7,1,22547,2010
2003,3172,32,1045,0,0,-1,16806,-1
2004,3172,33,909,0,1,1,15897,2003
2005,3172,34,628,0,2,1,14502,2004
2004,3174,47,1321,1,1,1,17744,2003
2003,3174,49,1147,1,0,-1,17478,-1
2006,3178,42,1700,1,2,1,17927,2005
2009,3178,45,954,1,4,2,14730,2007
2007,3178,43,304,1,3,1,13355,2006
2005,3178,41,553,1,1,2,14252,2003
2003,3178,39,377,1,0,-1,13585,-1
2003,3182,49,391,1,0,-1,13643,-1
2004,3182,50,594,1,1,1,14567,2003
2015,3183,60,2677,1,7,1,22988,2014
2007,3183,53,1738,1,2,1,18155,2006
2014,3183,60,3260,1,6,2,21525,2012
2008,3183,54,2186,1,3,1,18864,2007
2011,3183,57,3207,1,4,3,20052,2008
2003,3183,49,1337,1,0,-1,19894,-1
2012,3183,58,3050,1,5,1,18852,2011
2006,3183,51,1946,1,1,3,19366,2003
2011,3185,44,91,1,1,8,11208,2003
2003,3185,36,22,1,0,-1,10263,-1
2005,3191,43,529,0,2,1,14180,2004
2003,3191,41,611,0,0,-1,14596,-1
2007,3191,45,1142,0,4,1,16202,2006
2004,3191,42,615,0,1,1,14649,2003
2006,3191,44,845,0,3,1,14889,2005
2008,3192,37,738,0,2,4,14198,2004
2004,3192,33,451,0,1,1,14055,2003
2003,3192,32,347,0,0,-1,13448,-1
2006,3203,41,568,1,3,1,13929,2005
2014,3203,49,241,1,9,3,12878,2011
2009,3203,44,183,1,6,1,12224,2008
2003,3203,38,230,1,0,-1,12876,-1
2004,3203,39,309,1,1,1,13530,2003
2005,3203,40,185,1,2,1,12551,2004
2008,3203,43,296,1,5,1,12779,2007
2015,3203,50,280,1,10,1,12815,2014
2010,3203,45,379,1,7,1,13457,2009
2007,3203,42,212,1,4,1,12897,2006
2011,3203,46,203,1,8,1,11911,2010
2007,3205,56,2030,1,1,4,19703,2003
2003,3205,52,1000,1,0,-1,16505,-1
2003,3206,42,662,1,0,-1,14836,-1
2004,3206,44,307,1,1,1,13522,2003
2013,3206,52,2780,1,4,3,14875,2010
2006,3206,46,443,1,2,2,13457,2004
2010,3206,49,727,1,3,4,14392,2006
2003,3207,26,902,1,0,-1,15938,-1
2007,3207,30,957,1,1,4,15685,2003
2004,3212,37,1193,0,1,1,17158,2003
2003,3212,37,1263,0,0,-1,18725,-1
2003,3216,50,1076,1,0,-1,17037,-1
2008,3216,55,2393,1,3,1,20163,2007
2006,3216,53,1480,1,1,3,17091,2003
2007,3216,54,1341,1,2,1,16861,2006
2014,3216,61,1878,1,5,5,17076,2009
2009,3216,56,1582,1,4,1,16471,2008
2009,3219,37,2669,1,1,6,22034,2003
2003,3219,31,1374,1,0,-1,20557,-1
2003,3223,60,292,1,0,-1,13168,-1
2006,3223,63,1057,1,1,3,15593,2003
2004,3224,42,1517,1,1,1,19248,2003
2003,3224,43,1312,1,0,-1,19444,-1
2006,3225,39,661,1,2,1,14259,2005
2003,3225,43,188,1,0,-1,12514,-1
2008,3225,48,1392,1,3,2,16073,2006
2005,3225,45,250,1,1,2,12936,2003
2005,3230,29,1545,0,1,2,19478,2003
2010,3230,36,1441,0,2,5,16367,2005
2003,3230,27,1356,0,0,-1,20254,-1
2015,3230,40,2520,0,4,3,20857,2012
2012,3230,38,565,0,3,2,13536,2010
2003,3231,38,517,1,0,-1,14206,-1
2004,3231,36,341,1,1,1,13656,2003
2003,3234,40,190,1,0,-1,12543,-1
2004,3234,41,1230,1,1,1,17310,2003
2005,3235,40,583,1,2,1,14324,2004
2003,3235,38,503,1,0,-1,14137,-1
2004,3235,38,503,1,1,1,14270,2003
2007,3235,42,1060,1,3,2,15983,2005
2003,3238,34,500,1,0,-1,14125,-1
2009,3238,40,724,1,1,6,14032,2003
2003,3246,29,1133,1,0,-1,17409,-1
2004,3246,27,1163,1,1,1,17061,2003
2004,3247,32,719,1,1,1,15118,2003
2003,3247,31,1357,1,0,-1,20268,-1
2004,3249,47,843,0,1,1,15624,2003
2005,3249,49,1471,0,2,1,18684,2004
2003,3249,47,916,0,0,-1,16051,-1
2007,3249,51,1021,0,3,2,15864,2005
2003,3252,43,239,1,0,-1,12913,-1
2004,3252,44,149,1,1,1,12522,2003
2004,3253,29,237,1,1,1,13204,2003
2003,3253,28,586,1,0,-1,14451,-1
2008,3253,33,1420,1,2,4,16139,2004
2013,3253,38,796,1,3,5,12995,2008
2003,3256,52,1213,0,0,-1,17995,-1
2004,3256,53,1411,0,1,1,18405,2003
2013,3261,49,277,0,1,10,11907,2003
2003,3261,42,657,0,0,-1,14806,-1
2003,3264,51,1048,1,0,-1,16848,-1
2005,3264,53,1011,1,1,2,16152,2003
2003,3266,32,521,1,0,-1,14214,-1
2007,3266,36,357,1,1,4,13601,2003
2011,3270,49,492,1,5,4,12993,2007
2007,3270,45,402,1,4,1,13762,2006
2003,3270,41,166,1,0,-1,12288,-1
2013,3270,51,561,1,6,2,12595,2011
2004,3270,42,97,1,1,1,12010,2003
2005,3270,43,141,1,2,1,12242,2004
2006,3270,44,100,1,3,1,11653,2005
2009,3272,37,2255,1,1,6,18805,2003
2003,3272,31,1022,1,0,-1,16645,-1
2009,3273,47,1199,1,6,1,15382,2008
2006,3273,44,656,1,3,1,14247,2005
2003,3273,41,649,1,0,-1,14761,-1
2008,3273,46,697,1,5,1,14085,2007
2005,3273,43,492,1,2,1,14075,2004
2007,3273,45,827,1,4,1,15275,2006
2004,3273,42,477,1,1,1,14200,2003
2007,3276,52,1073,1,3,2,16015,2005
2005,3276,50,1014,1,2,1,16159,2004
2004,3276,49,1006,1,1,1,16347,2003
2003,3276,48,787,1,0,-1,15472,-1
2006,3277,32,409,1,2,2,13344,2004
2003,3277,29,267,1,0,-1,13055,-1
2004,3277,30,138,1,1,1,12438,2003
2003,3282,39,490,1,0,-1,14055,-1
2004,3282,40,663,1,1,1,14867,2003
2003,3285,27,413,1,0,-1,13718,-1
2004,3285,25,427,1,1,1,13945,2003
2003,3291,41,946,1,0,-1,16172,-1
2004,3291,42,1100,1,1,1,16749,2003
2005,3291,43,1218,1,2,1,17072,2004
2007,3293,34,445,1,3,1,13911,2006
2005,3293,32,174,1,1,2,12481,2003
2006,3293,33,458,1,2,1,13569,2005
2003,3293,30,378,1,0,-1,13590,-1
2003,3296,41,461,1,0,-1,13930,-1
2004,3296,42,431,1,1,1,13947,2003
2004,3298,43,238,0,1,1,13206,2003
2003,3298,42,428,0,0,-1,13781,-1
2003,3303,28,486,1,0,-1,14048,-1
2004,3303,29,293,1,1,1,13446,2003
2014,3304,37,1929,1,2,2,17192,2012
2003,3304,26,399,1,0,-1,13664,-1
2012,3304,35,604,1,1,9,13639,2003
2005,3308,37,719,0,2,1,14916,2004
2006,3308,40,1497,0,3,1,17175,2005
2004,3308,38,828,0,1,1,15571,2003
2003,3308,35,650,0,0,-1,14774,-1
2013,3308,45,2274,0,4,7,14527,2006
2008,3314,35,1964,1,1,5,17878,2003
2011,3314,38,3306,1,2,3,20801,2008
2003,3314,30,795,1,0,-1,15509,-1
2003,3315,33,220,1,0,-1,12816,-1
2012,3315,42,76,1,1,9,11260,2003
2003,3317,53,307,1,0,-1,13234,-1
2009,3317,59,820,1,2,4,14274,2005
2005,3317,55,516,1,1,2,14128,2003
2003,3322,30,1036,1,0,-1,16741,-1
2005,3322,32,982,1,1,2,16030,2003
2003,3326,34,955,1,0,-1,16238,-1
2004,3326,35,1171,1,1,1,17080,2003
2005,3328,44,1308,1,2,1,17540,2004
2004,3328,43,1058,1,1,1,16590,2003
2003,3328,42,949,1,0,-1,16197,-1
2003,3333,35,639,1,0,-1,14702,-1
2007,3333,39,905,1,1,4,15535,2003
2004,3336,43,607,1,1,1,14616,2003
2003,3336,42,428,1,0,-1,13781,-1
2005,3344,49,344,1,1,2,13441,2003
2006,3344,50,253,1,2,1,12691,2005
2008,3344,52,616,1,3,2,13834,2006
2003,3344,47,319,1,0,-1,13269,-1
2014,3346,47,1753,0,2,10,16782,2004
2004,3346,37,1166,0,1,1,17069,2003
2003,3346,36,1162,0,0,-1,17577,-1
2010,3349,54,1620,1,1,7,16833,2003
2003,3349,47,1094,1,0,-1,17135,-1
2012,3349,56,3047,1,2,2,18842,2010
2005,3350,43,136,1,2,1,12201,2004
2009,3350,47,150,1,6,1,11957,2008
2006,3350,44,98,1,3,1,11627,2005
2011,3350,49,181,1,7,2,11763,2009
2012,3350,50,290,1,8,1,12534,2011
2004,3350,42,78,1,1,1,11815,2003
2007,3350,45,146,1,4,1,12510,2006
2003,3350,41,52,1,0,-1,11186,-1
2008,3350,46,137,1,5,1,11838,2007
2003,3359,45,18,1,0,-1,9907,-1
2005,3359,50,30,1,1,2,10644,2003
2015,3359,35,2574,1,2,10,21596,2005
2003,3361,24,59,1,0,-1,11276,-1
2009,3361,30,32,1,1,6,10649,2003
2005,3363,41,169,1,1,2,12458,2003
2003,3363,39,237,1,0,-1,12904,-1
2004,3364,49,264,1,1,1,13325,2003
2003,3364,52,386,1,0,-1,13628,-1
2005,3366,40,766,1,2,1,15127,2004
2007,3366,42,419,1,3,2,13812,2005
2003,3366,38,250,1,0,-1,12992,-1
2004,3366,39,463,1,1,1,14137,2003
2004,3370,42,467,0,1,1,14168,2003
2003,3370,44,255,0,0,-1,13020,-1
2005,3373,44,805,0,1,2,15265,2003
2003,3373,42,1225,0,0,-1,18249,-1
2006,3373,45,1467,0,2,1,17035,2005
2003,3377,38,103,1,0,-1,11776,-1
2007,3377,42,77,1,1,4,11937,2003
2003,3380,35,19,1,0,-1,10080,-1
2004,3380,37,17,1,1,1,10012,2003
2003,3383,42,1168,1,0,-1,17644,-1
2004,3383,53,1592,1,1,1,20112,2003
2005,3383,44,1648,1,2,1,20961,2004
2009,3387,36,525,1,2,5,13465,2004
2003,3387,30,647,1,0,-1,14756,-1
2004,3387,31,1350,1,1,1,17925,2003
2013,3387,40,1696,1,3,4,14044,2009
